job_id,job_date,customer,press,shift,stock_type,ink_config,cards_per_sheet,qty_ordered,passes,sheets_run,cards_delivered,waste_pct,color_delta_e,register_error,dot_gain_pct,cut_deviation_mm,foil_adhesion,quality_pass,jam_count,total_press_time,paper_cost,press_cost,ink_cost,plate_cost,finishing_cost,total_cost,revenue,gross_profit,gross_margin_pct,delivery_quoted,delivery_actual,delivery_status,jam_time_hrs,qc_downtime_hrs,mr_hrs,labor_rate,bill_rate
JOB-00084,2022-01-15,CUST-A,4210,Red Night,White,4/4 CMYK,121,14086,1,14674,1775554,4.01,0.1,0.04,20.8,0.001,,1,0,2.61,807.07,401.94,20.1,260,0.0,1489.11,2433.38,944.27,38.8,8,7,ON-TIME,0.0,0.0,0.9217470517309962,154.0,289.0
JOB-00085,2022-01-16,CUST-A,4210,Red Night,Foil,4/4 + Spot Gloss,121,11350,1,12598,1524358,9.91,0.1,0.164,20.4,0.369,92.94178132426687,1,0,2.83,4031.36,435.82,19.92,380,113.38,4980.48,7299.25,2318.77,31.8,8,6,ON-TIME,0.0,0.0,0.4998887409514946,154.0,289.0
JOB-00086,2022-01-16,CUST-B,4520,Black Day,White,4/4 CMYK,100,8387,2,8761,876100,4.27,0.16,0.013,24.5,0.082,,1,0,2.64,481.86,369.6,8.45,260,0.0,1119.91,2320.47,1200.56,51.7,6,6,ON-TIME,0.0,0.0,0.6626120566592858,140.0,250.0
JOB-00087,2022-01-16,CUST-A,4210,Black Day,Foil,4/4 CMYK,121,10350,1,11291,1366211,8.33,0.1,0.015,22.2,0.151,89.49625400309809,1,0,2.74,3613.12,411.0,15.83,260,0.0,4299.95,6556.24,2256.29,34.4,8,6,ON-TIME,0.0,0.0,0.8903100036858009,150.0,285.0
JOB-00088,2022-01-16,CUST-A,4140,Black Night,White,4/4 + Spot Gloss,100,11888,2,12660,1266000,6.1,0.35,0.079,29.2,0.328,,1,0,4.17,696.3,600.48,22.41,380,113.94,1813.13,3200.8,1387.67,43.4,5,7,LATE,0.0,0.0,1.1840489359121036,144.0,254.0
JOB-00089,2022-01-16,CUST-A,4180,Red Night,White,4/4 + Spot Gloss,121,10556,2,11278,1364638,6.4,0.11,0.039,29.8,0.153,,1,0,3.87,620.29,557.28,20.08,380,101.5,1679.15,2862.45,1183.3,41.3,10,5,ON-TIME,0.0,0.0,0.9471932231600586,144.0,254.0
JOB-00090,2022-01-16,CUST-A,4210,Red Day,White,4/4 + Foil Stamp,121,10602,1,11273,1364033,5.95,0.1,0.071,17.6,0.014,,1,0,2.12,620.02,318.0,22.79,520,202.91,1683.72,2492.91,809.19,32.5,10,7,ON-TIME,0.0,0.0,0.7512311972308243,150.0,285.0
JOB-00091,2022-01-16,CUST-A,4140,Black Day,White,4/4 + Foil Stamp,121,6923,2,7435,899635,6.89,0.19,0.019,26.3,0.023,,1,0,2.76,408.92,386.4,13.12,520,133.83,1462.27,2397.18,934.91,39.0,11,6,ON-TIME,0.0,0.0,1.0031574825919747,140.0,250.0
JOB-00092,2022-01-16,CUST-B,4180,Black Night,White,4/4 + Foil Stamp,121,8268,2,8947,1082587,7.59,0.1,0.029,25.6,0.279,,1,0,3.09,492.08,444.96,19.61,520,161.05,1637.7,2963.28,1325.58,44.7,6,6,ON-TIME,0.0,0.0,0.8317985386327998,144.0,254.0
JOB-00093,2022-01-17,CUST-A,4180,Black Day,Foil,4/4 CMYK,100,19033,2,20857,2085700,8.75,0.64,0.236,27.0,0.041,87.70954223462024,1,0,9.37,6674.24,1311.8,29.56,260,0.0,8275.6,12367.87,4092.27,33.1,8,5,ON-TIME,0.0,0.0,1.3675148162472728,140.0,250.0
JOB-00094,2022-01-17,CUST-A,4140,Black Night,Foil,4/4 + Spot Gloss,100,14913,2,16643,1664300,10.39,0.88,0.063,25.3,0.145,83.45147542256774,1,0,6.98,5325.76,1005.12,28.39,380,149.79,6889.06,10255.03,3365.97,32.8,12,6,ON-TIME,0.0,0.0,1.297998097444276,144.0,254.0
JOB-00095,2022-01-17,CUST-A,4180,Red Night,White,4/4 + Spot Gloss,121,5000,2,5407,654247,7.53,0.16,0.067,28.3,0.1,,1,0,2.45,297.38,352.8,8.62,380,48.66,1087.46,1811.64,724.18,40.0,6,6,ON-TIME,0.0,0.0,1.1004809967798639,144.0,254.0
JOB-00096,2022-01-17,CUST-B,4180,Black Day,Foil,4/4 CMYK,121,5000,2,5569,673849,10.22,0.1,0.012,24.7,0.056,80.42655484004543,1,0,3.78,1782.08,529.2,5.14,260,0.0,2576.42,4382.52,1806.1,41.2,5,7,LATE,0.0,0.0,1.62904466806474,140.0,250.0
JOB-00097,2022-01-17,CUST-A,4140,Red Night,White,4/4 + Spot Gloss,100,10304,2,10989,1098900,6.23,0.1,0.014,29.4,0.267,,1,0,3.69,604.4,531.36,17.58,380,98.9,1632.24,2812.45,1180.21,42.0,8,7,ON-TIME,0.0,0.0,0.9539643779648092,144.0,254.0
JOB-00098,2022-01-17,CUST-A,4140,Red Day,White,4/4 + Spot UV,121,13573,2,14340,1735140,5.35,0.1,0.002,16.4,0.197,,1,0,4.55,788.7,637.0,21.98,380,129.06,1956.74,3448.62,1491.88,43.3,10,5,ON-TIME,0.0,0.0,1.02203508147429,140.0,250.0
JOB-00099,2022-01-17,CUST-A,4210,Red Day,White,4/4 CMYK,121,7920,1,8270,1000670,4.23,0.22,0.032,15.3,0.143,,1,0,1.74,454.85,261.0,7.41,260,0.0,983.26,1541.28,558.02,36.2,6,7,LATE,0.0,0.0,0.6423297110385743,150.0,285.0
JOB-00100,2022-01-17,CUST-A,4180,Red Day,Foil,4/4 + Spot UV,100,14086,2,15582,1558200,9.6,0.1,0.468,26.0,0.073,83.7398695426948,1,0,6.29,4986.24,880.6,22.59,380,140.24,6409.67,9567.64,3157.97,33.0,11,6,ON-TIME,0.0,0.0,0.9368314845653137,140.0,250.0
JOB-00101,2022-01-17,CUST-A,4210,Black Day,Foil,4/4 CMYK,121,10238,1,11170,1351570,8.34,0.1,0.19,21.9,0.035,84.79286340056532,1,0,2.94,3574.4,441.0,13.02,260,0.0,4288.42,6532.86,2244.44,34.4,6,6,ON-TIME,0.0,0.0,0.9985168746899215,150.0,285.0
JOB-00102,2022-01-17,CUST-A,4210,Red Night,Foil,4/4 CMYK,100,9347,1,10319,1031900,9.42,0.1,0.106,20.7,0.115,77.21438645837557,1,0,2.92,3302.08,449.68,13.17,260,0.0,4024.93,6061.59,2036.66,33.6,9,5,ON-TIME,0.0,0.0,1.0205840399964319,154.0,289.0
JOB-00103,2022-01-18,CUST-A,4140,Black Day,White,4/4 CMYK,121,13024,2,13554,1640034,3.91,0.1,0.123,23.9,0.255,,1,0,4.59,745.47,642.6,19.39,260,0.0,1667.46,3079.28,1411.82,45.8,6,5,ON-TIME,0.0,0.0,1.1378802297986434,140.0,250.0
JOB-00104,2022-01-18,CUST-A,4360,Black Night,White,4/4 + Spot Gloss,100,7872,2,8407,840700,6.36,0.3,0.062,19.0,0.142,,1,0,3.01,462.38,433.44,13.01,380,75.66,1364.49,2382.88,1018.39,42.7,7,6,ON-TIME,0.0,0.0,1.1150704639489568,144.0,254.0
JOB-00105,2022-01-18,CUST-A,4360,Red Day,White,4/4 CMYK,121,8853,2,9291,1124211,4.71,0.1,0.028,33.4,0.506,,0,0,3.37,511.0,471.8,11.81,260,0.0,1254.61,2282.12,1027.51,45.0,9,6,ON-TIME,0.0,0.25,1.0508709200929516,140.0,250.0
JOB-00106,2022-01-18,CUST-A,4210,Red Night,White,4/4 + Spot UV,121,12680,1,13440,1626240,5.65,0.1,0.013,29.0,0.002,,1,0,2.69,739.2,414.26,25.59,380,120.96,1680.01,2610.69,930.68,35.6,7,5,ON-TIME,0.0,0.0,1.069579785718521,154.0,289.0
JOB-00107,2022-01-18,CUST-A,4180,Black Night,Foil,4/4 + Foil Stamp,121,9874,2,11246,1360766,12.2,0.27,0.127,29.7,1.149,100.0,0,0,5.31,3598.72,764.64,20.65,520,202.43,5106.44,7403.05,2296.61,31.0,4,7,LATE,0.0,0.25,1.1719796775891231,144.0,254.0
JOB-00108,2022-01-18,CUST-B,4140,Red Day,White,4/4 + Spot Gloss,121,17635,2,18595,2249995,5.16,0.22,0.013,22.8,0.176,,1,0,5.27,1022.72,737.8,38.21,380,167.36,2346.09,4744.01,2397.92,50.5,6,6,ON-TIME,0.0,0.0,0.9620726305261863,140.0,250.0
JOB-00109,2022-01-18,SPOT-JOBS,4210,Red Day,White,4/4 + Spot Gloss,121,12775,1,13456,1628176,5.06,0.19,0.031,18.6,0.247,,1,0,2.49,740.08,373.5,21.82,380,121.1,1636.5,3130.02,1493.52,47.7,9,6,ON-TIME,0.0,0.0,0.8453198455257781,150.0,285.0
JOB-00110,2022-01-18,SPOT-JOBS,4520,Red Night,White,4/4 + Spot UV,121,12515,2,13294,1608574,5.86,0.21,0.121,19.4,0.068,,1,0,3.93,731.17,565.92,22.43,380,119.65,1819.17,3955.38,2136.21,54.0,8,6,ON-TIME,0.0,0.0,0.7632191422414026,144.0,254.0
JOB-00111,2022-01-18,CUST-B,4520,Red Day,White,4/4 + Foil Stamp,121,9801,2,10453,1264813,6.24,0.1,0.008,21.2,0.102,,1,0,3.54,574.92,495.6,18.32,520,188.15,1796.99,3399.27,1602.28,47.1,9,6,ON-TIME,0.0,0.0,1.1375896727173302,140.0,250.0
JOB-00112,2022-01-19,CUST-A,4360,Black Night,White,4/4 + Spot Gloss,100,13499,2,14329,1432900,5.79,0.1,0.01,21.3,0.264,,1,0,4.34,788.1,624.96,22.52,380,128.96,1944.54,3461.99,1517.45,43.8,6,4,ON-TIME,0.0,0.0,1.0142890197175007,144.0,254.0
JOB-00113,2022-01-19,CUST-B,4210,Black Night,Foil,4/4 + Foil Stamp,121,8709,1,9767,1181807,10.83,0.83,0.027,20.6,0.227,82.53723932602628,1,0,2.76,3125.44,425.04,17.94,520,175.81,4264.23,6964.1,2699.87,38.8,5,6,LATE,0.0,0.0,1.018044425395599,154.0,289.0
JOB-00114,2022-01-19,CUST-A,4210,Black Day,White,4/4 + Spot Gloss,121,11129,1,11738,1420298,5.19,0.52,0.046,15.8,0.056,,1,0,2.25,645.59,337.5,17.91,380,105.64,1486.64,2312.45,825.81,35.7,6,6,ON-TIME,0.0,0.0,0.8868479197616781,150.0,285.0
JOB-00115,2022-01-19,CUST-A,4520,Black Night,White,4/4 + Spot Gloss,121,6334,2,6789,821469,6.7,0.13,0.02,25.9,0.065,,1,0,2.72,373.4,391.68,11.49,380,61.1,1217.67,2067.79,850.12,41.1,6,5,ON-TIME,0.0,0.0,1.0751814286374612,144.0,254.0
JOB-00116,2022-01-19,CUST-A,4140,Black Night,White,4/4 CMYK,121,14157,2,14788,1789348,4.27,0.18,0.05,24.2,0.188,,1,0,4.57,813.34,658.08,13.95,260,0.0,1745.37,3293.08,1547.71,47.0,7,6,ON-TIME,0.0,0.0,1.0822079437834031,144.0,254.0
JOB-00117,2022-01-19,CUST-A,4360,Red Day,Foil,4/4 + Spot Gloss,121,11162,2,12289,1486969,9.17,0.54,0.035,23.5,0.391,86.14395513425319,1,0,5.43,3932.48,760.2,17.7,380,110.6,5200.98,7835.44,2634.46,33.6,5,5,ON-TIME,0.0,0.0,1.152579731936812,140.0,250.0
JOB-00118,2022-01-19,CUST-B,4210,Black Night,White,4/4 CMYK,121,17930,1,18645,2256045,3.83,0.1,0.047,25.6,0.092,,1,0,3.41,1025.47,525.14,20.12,260,0.0,1830.73,3313.04,1482.31,44.7,10,6,ON-TIME,0.0,0.0,1.0511158799540807,154.0,289.0
JOB-00119,2022-01-19,CUST-A,4140,Black Day,White,4/4 CMYK,100,19569,2,20303,2030300,3.62,0.1,0.02,23.4,0.065,,1,0,5.21,1116.66,729.4,24.89,260,0.0,2130.95,4145.22,2014.27,48.6,9,6,ON-TIME,0.0,0.0,0.7075689850415752,140.0,250.0
JOB-00120,2022-01-19,CUST-A,4140,Black Night,White,4/4 + Spot Gloss,121,13053,2,13939,1686619,6.36,0.16,0.281,37.3,0.388,,0,0,4.36,766.64,627.84,21.52,380,125.45,1921.45,3325.42,1403.97,42.2,6,6,ON-TIME,0.0,0.25,0.8628839236042174,144.0,254.0
JOB-00121,2022-01-19,SPOT-JOBS,4210,Black Night,White,4/4 + Spot UV,121,10273,1,10912,1320352,5.86,0.43,0.045,27.1,0.182,,1,0,2.02,600.16,311.08,25.08,380,98.21,1414.53,2671.41,1256.88,47.0,7,4,ON-TIME,0.0,0.0,0.7115997771464136,154.0,289.0
JOB-00122,2022-01-19,CUST-A,4140,Red Night,Foil,4/4 + Spot UV,100,6215,2,7008,700800,11.32,0.26,0.157,20.4,0.085,85.89110346548956,1,0,3.7,2242.56,532.8,11.59,380,63.07,3230.02,4771.69,1541.67,32.3,6,6,ON-TIME,0.0,0.0,1.069830924929892,144.0,254.0
JOB-00123,2022-01-20,CUST-A,4140,Red Day,White,4/4 + Spot Gloss,100,13618,2,14387,1438700,5.35,0.2,0.075,24.2,0.009,,1,0,4.11,791.28,575.4,20.55,380,129.48,1896.71,3339.59,1442.88,43.2,7,6,ON-TIME,0.0,0.0,0.6506800881879047,140.0,250.0
JOB-00124,2022-01-20,SPOT-JOBS,4210,Red Day,White,4/4 + Spot Gloss,121,10841,1,11437,1383877,5.21,0.1,0.039,20.5,0.176,,1,0,2.6,629.04,390.0,16.39,380,102.93,1518.36,2894.89,1376.53,47.6,6,7,LATE,0.0,0.0,1.0630488516141317,150.0,285.0
JOB-00125,2022-01-20,CUST-A,4210,Red Night,Foil,4/4 CMYK,100,12152,1,13429,1342900,9.51,0.1,0.029,18.5,0.069,69.60723720627608,0,0,3.75,4297.28,577.5,16.83,260,0.0,5151.61,7690.77,2539.16,33.0,12,4,ON-TIME,0.0,0.25,1.128500386613381,154.0,289.0
JOB-00126,2022-01-20,CUST-A,4140,Black Night,Foil,4/4 + Spot Gloss,121,16919,2,18866,2282786,10.32,0.1,0.082,19.7,0.013,86.76545834103551,1,0,7.95,6037.12,1144.8,37.89,380,169.79,7769.6,11434.78,3665.18,32.1,4,7,LATE,0.0,0.0,1.0921628205412162,144.0,254.0
JOB-00127,2022-01-20,CUST-A,4180,Black Night,Foil,4/4 CMYK,100,6702,2,7513,751300,10.79,0.91,0.137,28.9,0.17,87.62182702364407,1,0,3.93,2404.16,565.92,10.41,260,0.0,3240.49,4945.19,1704.7,34.5,5,6,LATE,0.0,0.0,1.4242938836697618,144.0,254.0
JOB-00128,2022-01-20,CUST-A,4520,Red Day,Foil,4/4 CMYK,121,6302,2,6944,840224,9.25,0.12,0.059,24.1,0.056,100.0,1,0,3.41,2222.08,477.4,6.46,260,0.0,2965.94,4599.28,1633.34,35.5,7,6,ON-TIME,0.0,0.0,1.2098687098633865,140.0,250.0
JOB-00129,2022-01-21,CUST-B,4180,Black Day,White,4/4 + Spot Gloss,100,9054,2,9624,962400,5.92,0.1,0.006,19.3,0.064,,1,0,3.48,529.32,487.2,16.8,380,86.62,1499.94,2847.32,1347.38,47.3,8,5,ON-TIME,0.0,0.0,0.9418002995382087,140.0,250.0
JOB-00130,2022-01-21,CUST-A,4210,Red Night,Foil,4/4 CMYK,100,13284,1,14614,1461400,9.1,0.62,0.002,27.7,0.104,95.48468858026128,1,0,3.33,4676.48,512.82,20.14,260,0.0,5469.44,8203.4,2733.96,33.3,8,6,ON-TIME,0.0,0.0,0.8079828509812047,154.0,289.0
JOB-00131,2022-01-21,CUST-A,4080,Red Day,White,4/4 CMYK,121,12219,2,12800,1548800,4.54,0.1,0.03,28.3,0.228,,1,0,4.27,704.0,597.8,16.98,260,0.0,1578.78,2887.42,1308.64,45.3,9,6,ON-TIME,0.0,0.0,1.0034481538085673,140.0,250.0
JOB-00132,2022-01-22,CUST-A,4360,Red Day,Foil,4/4 + Foil Stamp,121,6417,2,7195,870595,10.81,0.33,0.016,25.9,0.047,98.385394709232,1,1,3.76,2302.4,526.4,11.64,520,129.51,3489.95,5159.42,1669.47,32.4,8,8,ON-TIME,0.3333333333333333,0.0,1.0919232989514678,140.0,250.0
JOB-00133,2022-01-22,CUST-A,4210,Red Night,Foil,4/4 CMYK,121,13026,1,14333,1734293,9.12,0.16,0.25,28.1,0.013,80.44365482132834,1,0,3.2,4586.56,492.8,19.76,260,0.0,5359.12,8056.52,2697.4,33.5,6,5,ON-TIME,0.0,0.0,0.8055630344643063,154.0,289.0
JOB-00134,2022-01-22,SPOT-JOBS,4520,Black Night,White,4/4 CMYK,121,5195,2,5497,665137,5.49,0.1,0.013,24.2,0.091,,1,0,2.58,302.33,371.52,6.93,260,0.0,940.78,2068.71,1127.93,54.5,10,5,ON-TIME,0.0,0.0,1.1911187780340802,144.0,254.0
JOB-00135,2022-01-22,CUST-A,4210,Red Night,White,4/4 CMYK,121,6649,1,7041,851961,5.57,0.13,0.033,30.3,0.009,,0,0,1.75,387.26,269.5,7.24,260,0.0,924.0,1401.66,477.66,34.1,9,7,ON-TIME,0.0,0.25,0.6684365042271047,154.0,289.0
JOB-00136,2022-01-22,CUST-A,4210,Black Day,White,4/4 CMYK,121,9538,1,9935,1202135,4.0,0.68,0.072,16.8,0.165,,1,0,2.26,546.42,339.0,8.99,260,0.0,1154.41,1879.34,724.93,38.6,10,6,ON-TIME,0.0,0.0,1.0247262394240328,150.0,285.0
JOB-00137,2022-01-22,CUST-A,4210,Black Day,Foil,4/4 CMYK,121,7786,1,8524,1031404,8.66,0.1,0.155,28.9,0.442,100.0,1,0,2.4,2727.68,360.0,9.88,260,0.0,3357.56,5094.33,1736.77,34.1,8,6,ON-TIME,0.0,0.0,0.8570696022306526,150.0,285.0
JOB-00138,2022-01-22,CUST-A,4210,Red Night,Foil,4/4 + Foil Stamp,121,13559,1,15198,1838958,10.78,0.37,0.069,20.3,0.171,83.3250827331212,1,2,3.95,4863.36,608.3,31.11,520,273.56,6296.33,9033.37,2737.04,30.3,10,7,ON-TIME,0.6666666666666666,0.0,0.6994076210000258,154.0,289.0
JOB-00139,2022-01-22,SPOT-JOBS,4520,Black Night,Foil,4/4 CMYK,121,11145,2,12325,1491325,9.57,0.1,0.022,24.6,0.053,99.31026648225061,1,0,5.39,3944.0,776.16,12.7,260,0.0,4992.86,9259.68,4266.82,46.1,3,6,LATE,0.0,0.0,1.3812637330254207,144.0,254.0
JOB-00140,2022-01-22,CUST-A,4520,Black Night,White,4/4 + Foil Stamp,121,17062,2,18244,2207524,6.48,0.1,0.022,22.5,0.033,,1,0,5.41,1003.42,779.04,28.45,520,328.39,2659.3,4499.18,1839.88,40.9,7,5,ON-TIME,0.0,0.0,0.910644919634503,144.0,254.0
JOB-00141,2022-01-22,CUST-A,4080,Red Night,Foil,4/4 CMYK,121,9011,2,10202,1234442,11.67,0.12,0.075,29.1,0.055,88.3957312641123,1,0,4.49,3264.64,646.56,9.41,260,0.0,4180.61,6140.67,1960.06,31.9,6,6,ON-TIME,0.0,0.0,0.8547953839747094,144.0,254.0
JOB-00142,2022-01-22,CUST-A,4520,Red Night,Foil,4/4 + Spot Gloss,100,9511,2,10668,1066800,10.85,0.47,0.05,36.9,0.041,100.0,0,0,5.32,3413.76,766.08,23.07,380,96.01,4678.92,6911.87,2232.95,32.3,9,5,ON-TIME,0.0,0.25,1.3136778117881627,144.0,254.0
JOB-00143,2022-01-22,CUST-B,4180,Red Night,White,4/4 + Spot Gloss,121,14841,2,15807,1912647,6.11,0.1,0.032,24.8,0.068,,1,0,4.82,869.38,694.08,23.03,380,142.26,2108.75,4073.83,1965.08,48.2,6,5,ON-TIME,0.0,0.0,0.7388181410916244,144.0,254.0
JOB-00144,2022-01-22,CUST-A,4140,Red Night,Foil,4/4 + Spot Gloss,121,9636,2,10797,1306437,10.75,0.13,0.016,29.5,0.018,88.1785324524739,1,0,4.32,3455.04,622.08,21.1,380,97.17,4575.39,6787.28,2211.89,32.6,9,5,ON-TIME,0.0,0.0,0.7527036835929958,144.0,254.0
JOB-00145,2022-01-23,CUST-B,4080,Red Day,White,4/4 + Spot Gloss,100,15976,2,17009,1700900,6.07,0.26,0.183,25.9,0.407,,1,0,5.96,935.5,834.4,35.58,380,153.08,2338.56,4440.94,2102.38,47.3,9,4,ON-TIME,0.0,0.0,1.1354072902850694,140.0,250.0
JOB-00146,2022-01-23,CUST-A,4520,Black Day,White,4/4 + Spot UV,100,12163,2,12840,1284000,5.27,0.1,0.002,25.0,0.312,,1,0,4.18,706.2,585.2,27.06,380,115.56,1814.02,3267.8,1453.78,44.5,6,5,ON-TIME,0.0,0.0,1.297798991543272,140.0,250.0
JOB-00147,2022-01-23,CUST-B,4520,Black Day,Foil,4/4 CMYK,121,5000,2,5535,669735,9.67,0.1,0.056,19.6,0.138,94.0921122740937,1,0,2.91,1771.2,407.4,6.9,260,0.0,2445.5,4199.91,1754.41,41.8,8,5,ON-TIME,0.0,0.0,1.1513241058042782,140.0,250.0
JOB-00148,2022-01-23,CUST-A,4360,Red Day,Foil,4/4 + Spot Gloss,100,14710,2,16156,1615600,8.95,0.1,0.377,22.5,0.009,92.84318513460487,1,0,6.37,5169.92,891.8,32.2,380,145.4,6619.32,10180.21,3560.89,35.0,7,6,ON-TIME,0.0,0.0,1.5529096271035836,140.0,250.0
JOB-00149,2022-01-23,CUST-A,4210,Red Night,White,4/4 + Spot UV,121,13650,1,14458,1749418,5.59,0.15,0.071,26.3,0.259,,1,0,2.64,795.19,406.56,26.5,380,130.12,1738.37,2692.25,953.88,35.4,8,6,ON-TIME,0.0,0.0,0.928326827529409,154.0,289.0
JOB-00150,2022-01-23,CUST-A,4520,Black Night,Foil,4/4 CMYK,100,13805,2,15267,1526700,9.58,0.15,0.048,21.9,0.011,100.0,1,1,7.04,4885.44,1013.76,17.0,260,0.0,6176.2,9255.78,3079.58,33.3,9,6,ON-TIME,0.3333333333333333,0.0,1.4168092563143901,144.0,254.0
JOB-00151,2022-01-23,CUST-A,4520,Red Day,White,4/4 CMYK,121,5000,2,5323,644083,6.07,0.25,0.009,31.5,0.016,,0,0,2.6,292.76,364.0,5.09,260,0.0,921.85,1544.8,622.95,40.3,7,6,ON-TIME,0.0,0.25,0.9660591937130251,140.0,250.0
JOB-00152,2022-01-23,SPOT-JOBS,4080,Red Day,White,4/4 CMYK,121,7348,2,7796,943316,5.75,0.1,0.249,30.1,0.071,,0,0,3.34,428.78,467.6,9.2,260,0.0,1165.58,2419.55,1253.97,51.8,4,5,LATE,0.0,0.25,0.880773427116644,140.0,250.0
JOB-00153,2022-01-23,CUST-B,4210,Red Night,White,4/4 + Spot Gloss,121,7645,1,8182,990022,6.56,0.1,0.001,22.9,0.09,,1,1,2.11,450.01,324.94,12.04,380,73.64,1240.63,2054.57,813.94,39.6,9,5,ON-TIME,0.3333333333333333,0.0,0.8550595186247028,154.0,289.0
JOB-00154,2022-01-23,CUST-A,4180,Black Night,White,4/4 CMYK,100,6635,2,7005,700500,5.28,0.24,0.085,23.8,0.078,,1,0,2.98,385.28,429.12,8.0,260,0.0,1082.4,1915.32,832.92,43.5,10,4,ON-TIME,0.0,0.0,1.1296030029696282,144.0,254.0
JOB-00155,2022-01-23,CUST-A,4140,Red Day,Foil,4/4 CMYK,121,16967,2,18548,2244308,8.52,0.1,0.212,22.8,0.027,93.00833329961267,1,0,7.58,5935.36,1061.2,23.91,260,0.0,7280.47,10962.35,3681.88,33.6,4,6,LATE,0.0,0.0,0.934843342468262,140.0,250.0
JOB-00156,2022-01-23,CUST-A,4210,Black Day,White,4/4 + Spot Gloss,121,9952,1,10509,1271589,5.3,0.32,0.001,16.5,0.016,,1,0,2.0,578.0,300.0,18.97,380,94.58,1371.55,2105.57,734.02,34.9,7,6,ON-TIME,0.0,0.0,0.7481133847107043,150.0,285.0
JOB-00157,2022-01-23,CUST-B,4140,Black Night,White,4/4 + Spot Gloss,121,9853,2,10564,1278244,6.73,0.1,0.093,33.6,0.338,,0,0,3.67,581.02,528.48,19.69,380,95.08,1604.27,3056.75,1452.48,47.5,6,7,LATE,0.0,0.25,0.9621331909299652,144.0,254.0
JOB-00158,2022-01-24,CUST-A,4210,Red Day,Foil,4/4 CMYK,100,12208,1,13296,1329600,8.18,0.1,0.622,22.2,0.062,77.91697365083805,1,0,3.12,4254.72,468.0,17.97,260,0.0,5000.69,7624.48,2623.79,34.4,10,5,ON-TIME,0.0,0.0,0.9435614037449274,150.0,285.0
JOB-00159,2022-01-24,CUST-A,4180,Black Day,Foil,4/4 CMYK,100,12277,2,13497,1349700,9.04,0.13,0.106,23.1,0.038,86.19885612541857,1,0,5.28,4319.04,739.2,16.76,260,0.0,5335.0,8173.63,2838.63,34.7,10,6,ON-TIME,0.0,0.0,1.0812233420943471,140.0,250.0
JOB-00160,2022-01-24,CUST-A,4180,Red Night,Foil,4/4 + Spot Gloss,121,5000,2,5733,693693,12.79,0.1,0.064,31.6,0.12,80.77041965449776,0,0,3.13,1834.56,450.72,8.73,380,51.6,2725.61,3961.9,1236.29,31.2,6,4,ON-TIME,0.0,0.25,0.9168423950791095,144.0,254.0
JOB-00161,2022-01-24,CUST-A,4140,Black Day,Foil,4/4 + Spot UV,121,7414,2,8232,996072,9.94,0.1,0.207,19.8,0.006,90.09505010971483,1,0,4.09,2634.24,572.6,15.6,380,74.09,3676.53,5530.71,1854.18,33.5,5,5,ON-TIME,0.0,0.0,1.173934557525993,140.0,250.0
JOB-00162,2022-01-25,CUST-A,4180,Black Day,Foil,4/4 + Spot Gloss,121,5000,2,5610,678810,10.87,0.13,0.084,18.9,0.143,95.38774766804576,1,0,3.25,1795.2,455.0,9.73,380,50.49,2690.42,4038.12,1347.7,33.4,8,6,ON-TIME,0.0,0.0,1.1805694956912263,140.0,250.0
JOB-00163,2022-01-25,CUST-A,4180,Black Day,White,4/4 + Foil Stamp,121,11601,2,12402,1500642,6.46,0.1,0.09,22.9,0.045,,1,0,4.07,682.11,569.8,19.76,520,223.24,2014.91,3332.95,1318.04,39.5,5,6,LATE,0.0,0.0,0.9054478394098472,140.0,250.0
JOB-00164,2022-01-25,CUST-A,4210,Red Day,Foil,4/4 CMYK,100,8844,1,9666,966600,8.5,0.1,0.082,21.1,0.126,93.79930144614735,1,0,2.72,3093.12,408.0,12.01,260,0.0,3773.13,5800.54,2027.41,35.0,9,4,ON-TIME,0.0,0.0,1.1298664608146858,150.0,285.0
JOB-00165,2022-01-25,SPOT-JOBS,4210,Black Night,White,4/4 CMYK,121,10061,1,10516,1272436,4.33,0.1,0.003,25.9,0.151,,1,0,1.88,578.38,289.52,11.53,260,0.0,1139.43,2231.43,1092.0,48.9,7,5,ON-TIME,0.0,0.0,0.5810207359478953,154.0,289.0
JOB-00166,2022-01-25,CUST-A,4210,Red Night,Foil,4/4 + Spot Gloss,121,5000,1,5618,679778,11.0,0.13,0.025,17.9,0.263,93.47081905300448,1,0,1.99,1797.76,306.46,11.77,380,50.56,2546.55,3854.96,1308.41,33.9,11,6,ON-TIME,0.0,0.0,1.0560786420605541,154.0,289.0
JOB-00167,2022-01-25,CUST-A,4210,Red Day,White,4/4 + Foil Stamp,121,8760,1,9336,1129656,6.17,0.1,0.005,19.1,0.036,,1,0,1.73,513.48,259.5,18.05,520,168.05,1479.08,2133.4,654.32,30.7,11,6,ON-TIME,0.0,0.0,0.513003155920603,150.0,285.0
JOB-00168,2022-01-25,CUST-A,4140,Red Day,Foil,4/4 + Spot Gloss,121,14460,2,15938,1928498,9.27,0.1,0.011,10.9,0.093,93.6321232213342,1,0,6.44,5100.16,901.6,23.93,380,143.44,6549.13,9903.71,3354.58,33.9,11,6,ON-TIME,0.0,0.0,1.233438444295106,140.0,250.0
